Time,Oxygen Level,Pulse Rate,Motion
23:01:26 13/06/2026,97,62,0
23:01:27 13/06/2026,97,62,0
23:01:28 13/06/2026,97,62,0
23:01:29 13/06/2026,97,62,0
23:01:30 13/06/2026,97,62,0
23:01:31 13/06/2026,97,62,0
23:01:32 13/06/2026,97,62,0
23:01:33 13/06/2026,97,62,0
23:01:34 13/06/2026,97,62,0
23:01:35 13/06/2026,97,62,0
23:01:36 13/06/2026,97,62,0
23:01:37 13/06/2026,97,62,0
23:01:38 13/06/2026,97,62,0
23:01:39 13/06/2026,97,62,0
23:01:40 13/06/2026,97,62,0
23:01:41 13/06/2026,97,62,0
23:01:42 13/06/2026,97,62,0
23:01:43 13/06/2026,97,62,0
23:01:44 13/06/2026,97,62,0
23:01:45 13/06/2026,97,62,0
23:01:46 13/06/2026,97,62,0
23:01:47 13/06/2026,97,62,0
23:01:48 13/06/2026,97,62,0
23:01:49 13/06/2026,97,62,0
23:01:50 13/06/2026,97,62,0
23:01:51 13/06/2026,97,62,0
23:01:52 13/06/2026,97,62,0
23:01:53 13/06/2026,97,62,0
23:01:54 13/06/2026,97,62,0
23:01:55 13/06/2026,97,62,0
23:01:56 13/06/2026,97,62,0
23:01:57 13/06/2026,97,62,0
23:01:58 13/06/2026,97,62,0
23:01:59 13/06/2026,97,62,0
23:02:00 13/06/2026,97,62,0
23:02:01 13/06/2026,97,62,0
23:02:02 13/06/2026,97,62,0
23:02:03 13/06/2026,97,62,0
23:02:04 13/06/2026,97,62,0
23:02:05 13/06/2026,97,62,0
23:02:06 13/06/2026,97,62,0
23:02:07 13/06/2026,97,62,0
23:02:08 13/06/2026,97,62,0
23:02:09 13/06/2026,97,62,0
23:02:10 13/06/2026,97,62,0
23:02:11 13/06/2026,97,62,0
23:02:12 13/06/2026,97,62,0
23:02:13 13/06/2026,97,62,0
23:02:14 13/06/2026,97,62,0
23:02:15 13/06/2026,97,62,0
23:02:16 13/06/2026,97,62,0
23:02:17 13/06/2026,97,62,0
23:02:18 13/06/2026,97,62,0
23:02:19 13/06/2026,97,61,0
23:02:20 13/06/2026,97,61,0
23:02:21 13/06/2026,97,61,0
23:02:22 13/06/2026,97,61,0
23:02:23 13/06/2026,97,61,0
23:02:24 13/06/2026,97,61,0
23:02:25 13/06/2026,97,61,0
23:02:26 13/06/2026,97,61,0
23:02:27 13/06/2026,97,61,0
23:02:28 13/06/2026,97,61,0
23:02:29 13/06/2026,97,61,0
23:02:30 13/06/2026,97,61,0
23:02:31 13/06/2026,97,61,0
23:02:32 13/06/2026,97,61,0
23:02:33 13/06/2026,97,61,0
23:02:34 13/06/2026,97,61,0
23:02:35 13/06/2026,97,61,0
23:02:36 13/06/2026,97,61,0
23:02:37 13/06/2026,97,61,0
23:02:38 13/06/2026,97,61,0
23:02:39 13/06/2026,97,61,0
23:02:40 13/06/2026,97,61,0
23:02:41 13/06/2026,97,60,0
23:02:42 13/06/2026,97,60,0
23:02:43 13/06/2026,97,60,0
23:02:44 13/06/2026,97,60,0
23:02:45 13/06/2026,97,60,0
23:02:46 13/06/2026,97,60,0
23:02:47 13/06/2026,97,60,0
23:02:48 13/06/2026,97,60,0
23:02:49 13/06/2026,97,60,0
23:02:50 13/06/2026,97,60,0
23:02:51 13/06/2026,97,60,0
23:02:52 13/06/2026,97,60,0
23:02:53 13/06/2026,97,60,0
23:02:54 13/06/2026,97,60,0
23:02:55 13/06/2026,97,60,0
23:02:56 13/06/2026,97,60,0
23:02:57 13/06/2026,97,60,0
23:02:58 13/06/2026,97,60,0
23:02:59 13/06/2026,97,60,0
23:03:00 13/06/2026,97,60,0
23:03:01 13/06/2026,97,60,0
23:03:02 13/06/2026,97,59,0
23:03:03 13/06/2026,97,59,0
23:03:04 13/06/2026,97,59,0
23:03:05 13/06/2026,97,59,0
23:03:06 13/06/2026,97,59,0
23:03:07 13/06/2026,97,59,0
23:03:08 13/06/2026,97,59,0
23:03:09 13/06/2026,97,59,0
23:03:10 13/06/2026,97,59,0
23:03:11 13/06/2026,97,59,0
23:03:12 13/06/2026,97,59,0
23:03:13 13/06/2026,97,59,0
23:03:14 13/06/2026,97,59,0
23:03:15 13/06/2026,97,59,0
23:03:16 13/06/2026,97,59,0
23:03:17 13/06/2026,97,59,0
23:03:18 13/06/2026,97,59,0
23:03:19 13/06/2026,97,59,0
23:03:20 13/06/2026,97,59,0
23:03:21 13/06/2026,97,59,0
23:03:22 13/06/2026,97,59,0
23:03:23 13/06/2026,97,59,0
23:03:24 13/06/2026,97,59,0
23:03:25 13/06/2026,97,59,0
23:03:26 13/06/2026,97,59,0
23:03:27 13/06/2026,97,59,0
23:03:28 13/06/2026,97,59,0
23:03:29 13/06/2026,97,59,0
23:03:30 13/06/2026,97,59,0
23:03:31 13/06/2026,97,58,0
23:03:32 13/06/2026,97,58,0
23:03:33 13/06/2026,97,58,0
23:03:34 13/06/2026,97,58,0
23:03:35 13/06/2026,97,58,0
23:03:36 13/06/2026,97,58,0
23:03:37 13/06/2026,97,58,0
23:03:38 13/06/2026,97,58,0
23:03:39 13/06/2026,97,58,0
23:03:40 13/06/2026,97,58,0
23:03:41 13/06/2026,97,58,0
23:03:42 13/06/2026,97,58,0
23:03:43 13/06/2026,97,58,0
23:03:44 13/06/2026,97,58,0
23:03:45 13/06/2026,97,58,0
23:03:46 13/06/2026,97,58,0
23:03:47 13/06/2026,97,58,0
23:03:48 13/06/2026,97,58,0
23:03:49 13/06/2026,97,58,0
23:03:50 13/06/2026,97,58,0
23:03:51 13/06/2026,97,58,0
23:03:52 13/06/2026,97,58,0
23:03:53 13/06/2026,97,58,0
23:03:54 13/06/2026,97,58,0
23:03:55 13/06/2026,97,58,0
23:03:56 13/06/2026,97,58,0
23:03:57 13/06/2026,97,58,0
23:03:58 13/06/2026,97,58,0
23:03:59 13/06/2026,97,58,0
23:04:00 13/06/2026,97,58,0
23:04:01 13/06/2026,97,58,0
23:04:02 13/06/2026,97,58,0
23:04:03 13/06/2026,97,58,0
23:04:04 13/06/2026,97,58,0
23:04:05 13/06/2026,97,58,0
23:04:06 13/06/2026,97,59,0
23:04:07 13/06/2026,97,59,0
23:04:08 13/06/2026,97,59,0
23:04:09 13/06/2026,97,59,0
23:04:10 13/06/2026,97,59,0
23:04:11 13/06/2026,97,59,0
23:04:12 13/06/2026,97,59,0
23:04:13 13/06/2026,97,59,0
23:04:14 13/06/2026,97,59,0
23:04:15 13/06/2026,97,59,0
23:04:16 13/06/2026,97,59,0
23:04:17 13/06/2026,97,59,0
23:04:18 13/06/2026,97,59,0
23:04:19 13/06/2026,97,59,0
23:04:20 13/06/2026,97,59,0
23:04:21 13/06/2026,97,59,0
23:04:22 13/06/2026,97,59,0
23:04:23 13/06/2026,97,59,0
23:04:24 13/06/2026,97,59,0
23:04:25 13/06/2026,97,59,0
23:04:26 13/06/2026,97,59,0
23:04:27 13/06/2026,97,59,0
23:04:28 13/06/2026,97,59,0
23:04:29 13/06/2026,97,59,0
23:04:30 13/06/2026,97,59,0
23:04:31 13/06/2026,97,59,0
23:04:32 13/06/2026,97,60,0
23:04:33 13/06/2026,97,60,0
23:04:34 13/06/2026,97,60,0
23:04:35 13/06/2026,97,60,0
23:04:36 13/06/2026,97,60,0
23:04:37 13/06/2026,97,60,0
23:04:38 13/06/2026,97,60,0
23:04:39 13/06/2026,97,60,0
23:04:40 13/06/2026,97,60,0
23:04:41 13/06/2026,97,60,0
23:04:42 13/06/2026,97,60,0
23:04:43 13/06/2026,97,60,0
23:04:44 13/06/2026,97,60,0
23:04:45 13/06/2026,97,60,0
23:04:46 13/06/2026,97,60,0
23:04:47 13/06/2026,97,60,0
23:04:48 13/06/2026,97,61,0
23:04:49 13/06/2026,97,61,0
23:04:50 13/06/2026,97,61,0
23:04:51 13/06/2026,97,61,0
23:04:52 13/06/2026,97,61,0
23:04:53 13/06/2026,97,61,0
23:04:54 13/06/2026,97,61,0
23:04:55 13/06/2026,97,61,0
23:04:56 13/06/2026,97,61,0
23:04:57 13/06/2026,97,61,0
23:04:58 13/06/2026,97,61,0
23:04:59 13/06/2026,97,61,0
23:05:00 13/06/2026,97,61,0
23:05:01 13/06/2026,97,61,0
23:05:02 13/06/2026,97,61,0
23:05:03 13/06/2026,97,62,0
23:05:04 13/06/2026,97,62,0
23:05:05 13/06/2026,97,62,0
23:05:06 13/06/2026,97,62,0
23:05:07 13/06/2026,97,62,0
23:05:08 13/06/2026,97,62,0
23:05:09 13/06/2026,97,62,0
23:05:10 13/06/2026,97,62,0
23:05:11 13/06/2026,97,62,0
23:05:12 13/06/2026,97,62,0
23:05:13 13/06/2026,97,62,0
23:05:14 13/06/2026,97,62,0
23:05:15 13/06/2026,97,62,0
23:05:16 13/06/2026,97,63,0
23:05:17 13/06/2026,97,63,0
23:05:18 13/06/2026,97,63,0
23:05:19 13/06/2026,97,63,0
23:05:20 13/06/2026,97,63,0
23:05:21 13/06/2026,97,63,0
23:05:22 13/06/2026,97,63,0
23:05:23 13/06/2026,97,63,0
23:05:24 13/06/2026,97,63,0
23:05:25 13/06/2026,97,63,0
23:05:26 13/06/2026,97,63,0
23:05:27 13/06/2026,97,63,0
23:05:28 13/06/2026,97,63,0
23:05:29 13/06/2026,97,63,0
23:05:30 13/06/2026,97,63,0
23:05:31 13/06/2026,97,64,0
23:05:32 13/06/2026,97,64,0
23:05:33 13/06/2026,97,64,0
23:05:34 13/06/2026,97,64,0
23:05:35 13/06/2026,97,64,0
23:05:36 13/06/2026,97,64,0
23:05:37 13/06/2026,97,64,0
23:05:38 13/06/2026,97,64,0
23:05:39 13/06/2026,97,64,0
23:05:40 13/06/2026,97,64,0
23:05:41 13/06/2026,97,64,0
23:05:42 13/06/2026,97,64,0
23:05:43 13/06/2026,97,64,0
23:05:44 13/06/2026,97,64,0
23:05:45 13/06/2026,97,64,0
23:05:46 13/06/2026,97,64,0
23:05:47 13/06/2026,97,65,0
23:05:48 13/06/2026,97,65,0
23:05:49 13/06/2026,97,65,0
23:05:50 13/06/2026,97,65,0
23:05:51 13/06/2026,97,65,0
23:05:52 13/06/2026,97,65,0
23:05:53 13/06/2026,97,65,0
23:05:54 13/06/2026,97,65,0
23:05:55 13/06/2026,97,65,0
23:05:56 13/06/2026,97,65,0
23:05:57 13/06/2026,97,65,0
23:05:58 13/06/2026,97,65,0
23:05:59 13/06/2026,97,65,0
23:06:00 13/06/2026,97,65,0
23:06:01 13/06/2026,97,65,0
23:06:02 13/06/2026,97,65,0
23:06:03 13/06/2026,97,65,0
23:06:04 13/06/2026,97,65,0
23:06:05 13/06/2026,97,65,0
23:06:06 13/06/2026,97,65,0
23:06:07 13/06/2026,97,65,0
23:06:08 13/06/2026,97,65,0
23:06:09 13/06/2026,97,65,0
23:06:10 13/06/2026,97,65,0
23:06:11 13/06/2026,97,65,0
23:06:12 13/06/2026,97,66,0
23:06:13 13/06/2026,97,66,0
23:06:14 13/06/2026,97,66,0
23:06:15 13/06/2026,97,66,0
23:06:16 13/06/2026,97,66,0
23:06:17 13/06/2026,97,66,0
23:06:18 13/06/2026,97,66,0
23:06:19 13/06/2026,97,66,0
23:06:20 13/06/2026,97,66,0
23:06:21 13/06/2026,97,66,0
23:06:22 13/06/2026,97,66,0
23:06:23 13/06/2026,97,66,0
23:06:24 13/06/2026,97,66,0
23:06:25 13/06/2026,97,66,0
23:06:26 13/06/2026,97,66,0
23:06:27 13/06/2026,97,66,0
23:06:28 13/06/2026,97,66,0
23:06:29 13/06/2026,97,66,0
23:06:30 13/06/2026,97,66,0
23:06:31 13/06/2026,97,66,0
23:06:32 13/06/2026,97,66,0
23:06:33 13/06/2026,97,66,0
23:06:34 13/06/2026,97,66,0
23:06:35 13/06/2026,97,66,0
23:06:36 13/06/2026,97,66,0
23:06:37 13/06/2026,97,66,0
23:06:38 13/06/2026,97,66,0
23:06:39 13/06/2026,97,66,0
23:06:40 13/06/2026,97,66,0
23:06:41 13/06/2026,97,66,0
23:06:42 13/06/2026,97,66,0
23:06:43 13/06/2026,97,66,0
23:06:44 13/06/2026,97,66,0
23:06:45 13/06/2026,97,66,0
23:06:46 13/06/2026,97,66,0
23:06:47 13/06/2026,97,66,0
23:06:48 13/06/2026,97,65,0
23:06:49 13/06/2026,97,65,0
23:06:50 13/06/2026,97,65,0
23:06:51 13/06/2026,97,65,0
23:06:52 13/06/2026,97,65,0
23:06:53 13/06/2026,97,65,0
23:06:54 13/06/2026,97,65,0
23:06:55 13/06/2026,97,65,0
23:06:56 13/06/2026,97,65,0
23:06:57 13/06/2026,97,65,0
23:06:58 13/06/2026,97,65,0
23:06:59 13/06/2026,97,65,0
23:07:00 13/06/2026,97,65,0
23:07:01 13/06/2026,97,65,0
23:07:02 13/06/2026,97,65,0
23:07:03 13/06/2026,97,65,0
23:07:04 13/06/2026,97,65,0
23:07:05 13/06/2026,97,65,0
23:07:06 13/06/2026,97,65,0
23:07:07 13/06/2026,97,65,0
23:07:08 13/06/2026,97,65,0
23:07:09 13/06/2026,97,65,0
23:07:10 13/06/2026,97,65,0
23:07:11 13/06/2026,97,65,0
23:07:12 13/06/2026,97,65,0
23:07:13 13/06/2026,97,64,0
23:07:14 13/06/2026,97,64,0
23:07:15 13/06/2026,97,64,0
23:07:16 13/06/2026,97,64,0
23:07:17 13/06/2026,97,64,0
23:07:18 13/06/2026,97,64,0
23:07:19 13/06/2026,97,64,0
23:07:20 13/06/2026,97,64,0
23:07:21 13/06/2026,97,64,0
23:07:22 13/06/2026,97,64,0
23:07:23 13/06/2026,97,64,0
23:07:24 13/06/2026,97,64,0
23:07:25 13/06/2026,97,64,0
23:07:26 13/06/2026,97,64,0
23:07:27 13/06/2026,97,64,0
23:07:28 13/06/2026,97,64,0
23:07:29 13/06/2026,97,64,0
23:07:30 13/06/2026,97,64,0
23:07:31 13/06/2026,97,63,0
23:07:32 13/06/2026,97,63,0
23:07:33 13/06/2026,97,63,0
23:07:34 13/06/2026,97,63,0
23:07:35 13/06/2026,97,63,0
23:07:36 13/06/2026,97,63,0
23:07:37 13/06/2026,97,63,0
23:07:38 13/06/2026,97,63,0
23:07:39 13/06/2026,97,63,0
23:07:40 13/06/2026,97,63,0
23:07:41 13/06/2026,97,63,0
23:07:42 13/06/2026,97,63,0
23:07:43 13/06/2026,97,63,0
23:07:44 13/06/2026,97,63,0
23:07:45 13/06/2026,97,63,0
23:07:46 13/06/2026,97,63,0
23:07:47 13/06/2026,97,62,0
23:07:48 13/06/2026,97,62,0
23:07:49 13/06/2026,97,62,0
23:07:50 13/06/2026,97,62,0
23:07:51 13/06/2026,97,62,0
23:07:52 13/06/2026,97,62,0
23:07:53 13/06/2026,97,62,0
23:07:54 13/06/2026,97,62,0
23:07:55 13/06/2026,97,62,0
23:07:56 13/06/2026,97,62,0
23:07:57 13/06/2026,97,62,0
23:07:58 13/06/2026,97,62,0
23:07:59 13/06/2026,97,62,0
23:08:00 13/06/2026,97,62,0
23:08:01 13/06/2026,97,62,0
23:08:02 13/06/2026,97,62,0
23:08:03 13/06/2026,97,62,0
23:08:04 13/06/2026,97,61,0
23:08:05 13/06/2026,97,61,0
23:08:06 13/06/2026,97,61,0
23:08:07 13/06/2026,97,61,0
23:08:08 13/06/2026,97,61,0
23:08:09 13/06/2026,97,61,0
23:08:10 13/06/2026,97,61,0
23:08:11 13/06/2026,97,61,0
23:08:12 13/06/2026,97,61,0
23:08:13 13/06/2026,97,61,0
23:08:14 13/06/2026,97,61,0
23:08:15 13/06/2026,97,61,0
23:08:16 13/06/2026,97,61,0
23:08:17 13/06/2026,97,61,0
23:08:18 13/06/2026,97,61,0
23:08:19 13/06/2026,97,61,0
23:08:20 13/06/2026,97,61,0
23:08:21 13/06/2026,97,61,0
23:08:22 13/06/2026,97,61,0
23:08:23 13/06/2026,97,61,0
23:08:24 13/06/2026,97,61,0
23:08:25 13/06/2026,97,61,0
23:08:26 13/06/2026,97,60,0
23:08:27 13/06/2026,97,60,0
23:08:28 13/06/2026,97,60,0
23:08:29 13/06/2026,97,60,0
23:08:30 13/06/2026,97,60,0
23:08:31 13/06/2026,97,60,0
23:08:32 13/06/2026,97,60,0
23:08:33 13/06/2026,97,60,0
23:08:34 13/06/2026,97,60,0
23:08:35 13/06/2026,97,60,0
23:08:36 13/06/2026,97,60,0
23:08:37 13/06/2026,97,60,0
23:08:38 13/06/2026,97,60,0
23:08:39 13/06/2026,97,60,0
23:08:40 13/06/2026,97,60,0
23:08:41 13/06/2026,97,60,0
23:08:42 13/06/2026,97,60,0
23:08:43 13/06/2026,97,60,0
23:08:44 13/06/2026,97,60,0
23:08:45 13/06/2026,97,60,0
23:08:46 13/06/2026,97,60,0
23:08:47 13/06/2026,97,60,0
23:08:48 13/06/2026,97,60,0
23:08:49 13/06/2026,97,60,0
23:08:50 13/06/2026,97,60,0
23:08:51 13/06/2026,97,60,0
23:08:52 13/06/2026,97,60,0
23:08:53 13/06/2026,97,60,0
23:08:54 13/06/2026,97,60,0
23:08:55 13/06/2026,97,60,0
23:08:56 13/06/2026,97,60,0
23:08:57 13/06/2026,97,60,0
23:08:58 13/06/2026,97,60,0
23:08:59 13/06/2026,97,60,0
23:09:00 13/06/2026,97,60,0
23:09:01 13/06/2026,97,60,0
23:09:02 13/06/2026,97,60,0
23:09:03 13/06/2026,97,60,0
23:09:04 13/06/2026,97,60,0
23:09:05 13/06/2026,97,60,0
23:09:06 13/06/2026,97,60,0
23:09:07 13/06/2026,97,60,0
23:09:08 13/06/2026,97,60,0
23:09:09 13/06/2026,97,60,0
23:09:10 13/06/2026,97,60,0
23:09:11 13/06/2026,97,60,0
23:09:12 13/06/2026,97,60,0
23:09:13 13/06/2026,97,60,0
23:09:14 13/06/2026,97,60,0
23:09:15 13/06/2026,97,60,0
23:09:16 13/06/2026,97,60,0
23:09:17 13/06/2026,97,60,0
23:09:18 13/06/2026,97,60,0
23:09:19 13/06/2026,97,60,0
23:09:20 13/06/2026,97,60,0
23:09:21 13/06/2026,97,60,0
23:09:22 13/06/2026,97,60,0
23:09:23 13/06/2026,97,60,0
23:09:24 13/06/2026,97,60,0
23:09:25 13/06/2026,97,61,0
23:09:26 13/06/2026,97,61,0
23:09:27 13/06/2026,97,61,0
23:09:28 13/06/2026,97,61,0
23:09:29 13/06/2026,97,61,0
23:09:30 13/06/2026,97,61,0
23:09:31 13/06/2026,97,61,0
23:09:32 13/06/2026,97,61,0
23:09:33 13/06/2026,97,61,0
23:09:34 13/06/2026,97,61,0
23:09:35 13/06/2026,97,61,0
23:09:36 13/06/2026,97,61,0
23:09:37 13/06/2026,97,61,0
23:09:38 13/06/2026,97,61,0
23:09:39 13/06/2026,97,61,0
23:09:40 13/06/2026,97,61,0
23:09:41 13/06/2026,97,61,0
23:09:42 13/06/2026,97,61,0
23:09:43 13/06/2026,97,61,0
23:09:44 13/06/2026,97,61,0
23:09:45 13/06/2026,97,61,0
23:09:46 13/06/2026,97,61,0
23:09:47 13/06/2026,97,62,0
23:09:48 13/06/2026,97,62,0
23:09:49 13/06/2026,97,62,0
23:09:50 13/06/2026,97,62,0
23:09:51 13/06/2026,97,62,0
23:09:52 13/06/2026,97,62,0
23:09:53 13/06/2026,97,62,0
23:09:54 13/06/2026,97,62,0
23:09:55 13/06/2026,97,62,0
23:09:56 13/06/2026,97,62,0
23:09:57 13/06/2026,97,62,0
23:09:58 13/06/2026,97,62,0
23:09:59 13/06/2026,97,62,0
23:10:00 13/06/2026,97,62,0
23:10:01 13/06/2026,97,62,0
23:10:02 13/06/2026,97,62,0
23:10:03 13/06/2026,97,62,0
23:10:04 13/06/2026,97,62,0
23:10:05 13/06/2026,97,63,0
23:10:06 13/06/2026,97,63,0
23:10:07 13/06/2026,97,63,0
23:10:08 13/06/2026,97,63,0
23:10:09 13/06/2026,97,63,0
23:10:10 13/06/2026,97,63,0
23:10:11 13/06/2026,97,63,0
23:10:12 13/06/2026,97,63,0
23:10:13 13/06/2026,97,63,0
23:10:14 13/06/2026,97,63,0
23:10:15 13/06/2026,97,63,0
23:10:16 13/06/2026,97,63,0
23:10:17 13/06/2026,97,63,0
23:10:18 13/06/2026,97,63,0
23:10:19 13/06/2026,97,63,0
23:10:20 13/06/2026,97,63,0
23:10:21 13/06/2026,97,63,0
23:10:22 13/06/2026,97,63,0
23:10:23 13/06/2026,97,64,0
23:10:24 13/06/2026,97,64,0
23:10:25 13/06/2026,97,64,0
23:10:26 13/06/2026,97,64,0
23:10:27 13/06/2026,97,64,0
23:10:28 13/06/2026,97,64,0
23:10:29 13/06/2026,97,64,0
23:10:30 13/06/2026,97,64,0
23:10:31 13/06/2026,97,64,0
23:10:32 13/06/2026,97,64,0
23:10:33 13/06/2026,97,64,0
23:10:34 13/06/2026,97,64,0
23:10:35 13/06/2026,97,64,0
23:10:36 13/06/2026,97,64,0
23:10:37 13/06/2026,97,64,0
23:10:38 13/06/2026,97,64,0
23:10:39 13/06/2026,97,64,0
23:10:40 13/06/2026,97,64,0
23:10:41 13/06/2026,97,64,0
23:10:42 13/06/2026,97,64,0
23:10:43 13/06/2026,97,64,0
23:10:44 13/06/2026,97,64,0
23:10:45 13/06/2026,97,65,0
23:10:46 13/06/2026,97,65,0
23:10:47 13/06/2026,97,65,0
23:10:48 13/06/2026,97,65,0
23:10:49 13/06/2026,97,65,0
23:10:50 13/06/2026,97,65,0
23:10:51 13/06/2026,97,65,0
23:10:52 13/06/2026,97,65,0
23:10:53 13/06/2026,97,65,0
23:10:54 13/06/2026,97,65,0
23:10:55 13/06/2026,97,65,0
23:10:56 13/06/2026,97,65,0
23:10:57 13/06/2026,97,65,0
23:10:58 13/06/2026,97,65,0
23:10:59 13/06/2026,97,65,0
23:11:00 13/06/2026,97,65,0
23:11:01 13/06/2026,97,65,0
23:11:02 13/06/2026,97,65,0
23:11:03 13/06/2026,97,65,0
23:11:04 13/06/2026,97,65,0
23:11:05 13/06/2026,97,65,0
23:11:06 13/06/2026,97,65,0
23:11:07 13/06/2026,97,65,0
23:11:08 13/06/2026,97,65,0
23:11:09 13/06/2026,97,65,0
23:11:10 13/06/2026,97,65,0
23:11:11 13/06/2026,97,65,0
23:11:12 13/06/2026,97,65,0
23:11:13 13/06/2026,97,65,0
23:11:14 13/06/2026,97,65,0
23:11:15 13/06/2026,97,65,0
23:11:16 13/06/2026,97,65,0
23:11:17 13/06/2026,97,65,0
23:11:18 13/06/2026,97,65,0
23:11:19 13/06/2026,97,65,0
23:11:20 13/06/2026,97,65,0
23:11:21 13/06/2026,97,65,0
23:11:22 13/06/2026,97,65,0
23:11:23 13/06/2026,97,65,0
23:11:24 13/06/2026,97,65,0
23:11:25 13/06/2026,97,65,0
23:11:26 13/06/2026,97,65,0
23:11:27 13/06/2026,97,65,0
23:11:28 13/06/2026,97,65,0
23:11:29 13/06/2026,97,65,0
23:11:30 13/06/2026,97,65,0
23:11:31 13/06/2026,97,65,0
23:11:32 13/06/2026,97,65,0
23:11:33 13/06/2026,97,65,0
23:11:34 13/06/2026,97,65,0
23:11:35 13/06/2026,97,65,0
23:11:36 13/06/2026,97,65,0
23:11:37 13/06/2026,97,65,0
23:11:38 13/06/2026,97,65,0
23:11:39 13/06/2026,97,65,0
23:11:40 13/06/2026,97,65,0
23:11:41 13/06/2026,97,65,0
23:11:42 13/06/2026,97,64,0
23:11:43 13/06/2026,97,64,0
23:11:44 13/06/2026,97,64,0
23:11:45 13/06/2026,97,64,0
23:11:46 13/06/2026,97,64,0
23:11:47 13/06/2026,97,64,0
23:11:48 13/06/2026,97,64,0
23:11:49 13/06/2026,97,64,0
23:11:50 13/06/2026,97,64,0
23:11:51 13/06/2026,97,64,0
23:11:52 13/06/2026,97,64,0
23:11:53 13/06/2026,97,64,0
23:11:54 13/06/2026,97,64,0
23:11:55 13/06/2026,97,64,0
23:11:56 13/06/2026,97,64,0
23:11:57 13/06/2026,97,64,0
23:11:58 13/06/2026,97,64,0
23:11:59 13/06/2026,97,64,0
23:12:00 13/06/2026,97,64,0
23:12:01 13/06/2026,97,64,0
23:12:02 13/06/2026,97,63,0
23:12:03 13/06/2026,97,63,0
23:12:04 13/06/2026,97,63,0
23:12:05 13/06/2026,97,63,0
23:12:06 13/06/2026,97,63,0
23:12:07 13/06/2026,97,63,0
23:12:08 13/06/2026,97,63,0
23:12:09 13/06/2026,97,63,0
23:12:10 13/06/2026,97,63,0
23:12:11 13/06/2026,97,63,0
23:12:12 13/06/2026,97,63,0
23:12:13 13/06/2026,97,63,0
23:12:14 13/06/2026,97,63,0
23:12:15 13/06/2026,97,63,0
23:12:16 13/06/2026,97,63,0
23:12:17 13/06/2026,97,62,0
23:12:18 13/06/2026,97,62,0
23:12:19 13/06/2026,97,62,0
23:12:20 13/06/2026,97,62,0
23:12:21 13/06/2026,97,62,0
23:12:22 13/06/2026,97,62,0
23:12:23 13/06/2026,97,62,0
23:12:24 13/06/2026,97,62,0
23:12:25 13/06/2026,97,62,0
23:12:26 13/06/2026,97,62,0
23:12:27 13/06/2026,97,62,0
23:12:28 13/06/2026,97,62,0
23:12:29 13/06/2026,97,62,0
